"connector","collection","collection_description","card","card_description","card_id","data_name","dataset_id"
"Salesforce QuickStart","Leads and Opportunities: See where most of your prospects are coming from.","","Global Leads","GLOBAL LEADS
Displays the number of non-US leads by country for the specified period. Assign resources to the countries where you are having the most success or identify new markets where you can increase activity to acquire more leads.","1308966753","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Leads and Opportunities: See where most of your prospects are coming from.","","Close Rate","CLOSE RATE
Compares the close rate against the number of deals won and the total leads in the specified period. These metrics direct your focus so you can increase deals while maintaining a high close rate.

Close Rate = Deals Closed / Leads","592071496","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Executive Pulse: 6 metrics you should check every morning.","","Top Salespeople","TOP SALESPEOPLE
Displays the top 10 salespeople by won revenue. Identify over-performers and understand the secrets to their success.","728634063","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales: What you can do today to exceed your sales goals.","","Win Rate","WIN RATE
Compares the win rate against the number of deals won and the number of deals closed over the specified period. Attack declining win rates with targeted objection handling and performance incentives. Long-term declines can indicate problems with lead source and opportunity qualifying.

Win Rate = Wins / Deals Closed","1060458889","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales Reps: Recognize, reward and position your top talent for top performance.","","Top 10 Sales Reps","TOP 10 SALES REPS
Ranks the top 10 performing sales reps by won revenue. Reward top performers and leverage their experience to mentor ramping sales reps. Keep top reps on high-value opportunities to maximize their revenue impact.","1449409904","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales: What you can do today to exceed your sales goals.","","Sales Funnel","SALES FUNNEL
Shows total open opportunity value by stage. Analyze deals in each stage of the pipeline for amount and quality. Maintain a healthy pipeline by focusing on shrinking stages. To achieve current period growth, focus on high probability sales in the later stages of the pipeline.","129632272","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales Reps: Recognize, reward and position your top talent for top performance.","","Opportunities by Rep","OPPORTUNITIES BY REP
Ranks sales reps by the number of open opportunities.   Combine with opportunity stages and aging to identify reps who aren't managing their opportunity pipeline. Clean out stale opportunities and reassign quality opportunities that have been neglected to increase close rates.","51446929","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales Reps: Recognize, reward and position your top talent for top performance.","","Cycle Length","CYCLE LENGTH
Ranks all sales reps by average sales cycle length. Combine this data with open opportunities and average deal size to ensure proper pipeline management. Clear out stalled opportunities to refocus attention on higher value opportunities. Mentor reps who with below-average cycle lengths.
","1495299693","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Leads and Opportunities: See where most of your prospects are coming from.","","US Leads",,"424519002","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
"Salesforce QuickStart","Sales: What you can do today to exceed your sales goals.","","Sales Trend","SALES TREND
Tracks total sales and average sale size over the specified period. Increase revenue by keeping the sales team focused on target deal size. Combine this data with time spent per deal to prioritize higher value deals over smaller but time-consuming deals.

Average Sale Size = Total Sales Revenue / Number of Sales","1410601354","Salesforce","607e56ea-17e3-42cd-9c3c-af7dfad4ab67"
